切	母	呼	紐	韻	聲	調	組	音	等	水	攝	轉	尾	舒	仄	Unnamed: 3	ini	niu	rime	tone	coda
影一東上	影母			一東韻	上聲	喉	影	全清	一	東	通	内	ㄥ尾	1	1		v		o	̇	ng
章三東平	章母			三東韻	平聲	齒	章	全清	三	東	通	内	ㄥ尾	1	0		t		uo		ng
並模平	並母			模韻	平聲	唇	幫	全濁	一	虞	遇	内	ㄡ尾	1	0		b		o		
來合支上	來母	合		支韻	上聲	舌		次濁	三	支	止	内	ㄟ尾	1	1		l		e	̇	
心開寒上	心母	開		寒韻	上聲	齒	精	全清	一	寒	山	外	ㄣ尾	1	1		s		a	̇	n
心開寒入	心母	開		寒韻	入聲	齒	精	全清	一	寒	山	外	ㄣ尾	0	1		s		a		n
明B脂去	明母		B紐	脂韻	去聲	唇	幫	次濁	三	支	止	内	ㄟ尾	1	1		m	l	i	̃	
明虞平	明母			虞韻	平聲	唇	幫	次濁	三	虞	遇	内	ㄡ尾	1	0		m		uo		
清開寒平	清母	開		寒韻	平聲	齒	精	次清	一	寒	山	外	ㄣ尾	1	0		ch		a		n
云文平	云母			文韻	平聲	喉	影	次濁	三	文	臻	外	ㄣ尾	1	0		w		u		n
明耕平	明母			耕韻	平聲	唇	幫	次濁	二	庚	梗	外	ㄥ尾	1	0		m		e		ng
端覃上	端母			覃韻	上聲	舌	端	全清	一	覃	咸	外	ㄇ尾	1	1		t		v	̇	m
心開三麻去	心母	開		三麻韻	去聲	齒	精	全清	三	麻	假	外		1	1		s		a	̃	
來尤上	來母			尤韻	上聲	舌		次濁	三	尤	流	内	ㄡ尾	1	1		l		u	̇	
疑開微去	疑母	開		微韻	去聲	牙	見	次濁	三	微	止	内	ㄟ尾	1	1		ng		ui	̃	
幫廢去	幫母			廢韻	去聲	唇	幫	全清	三	灰	蟹	外	ㄟ尾	1	1		p		uoi	̃	
心開仙上	心母	開		仙韻	上聲	齒	精	全清	三	先	山	外	ㄣ尾	1	1		s		e	̇	n
日開陽平	日母	開		陽韻	平聲	齒	章	次濁	三	陽	宕	内	ㄥ尾	1	0		n		a		ng
崇合仙去	崇母	合		仙韻	去聲	齒	莊	全濁	三	先	山	外	ㄣ尾	1	1		z		e	̃	n
生江平	生母			江韻	平聲	齒	莊	全清	二	江	江	外	ㄥ尾	1	0		s		o		ng
疑嚴平	疑母			嚴韻	平聲	牙	見	次濁	三	鹽	咸	外	ㄇ尾	1	0		ng		am		m
匣一東平	匣母			一東韻	平聲	喉	影	全濁	一	東	通	内	ㄥ尾	1	0		g		o		ng
羣開A支平	羣母	開	A紐	支韻	平聲	牙	見	全濁	三	支	止	内	ㄟ尾	1	0		g	y	e		
幫寒上	幫母			寒韻	上聲	唇	幫	全清	一	寒	山	外	ㄣ尾	1	1		p		a	̇	n
羣尤上	羣母			尤韻	上聲	牙	見	全濁	三	尤	流	内	ㄡ尾	1	1		g		u	̇	
明灰平	明母			灰韻	平聲	唇	幫	次濁	一	灰	蟹	外	ㄟ尾	1	0		m		uoi		
明微去	明母			微韻	去聲	唇	幫	次濁	三	微	止	内	ㄟ尾	1	1		m		ui	̃	
莊開陽去	莊母	開		陽韻	去聲	齒	莊	全清	三	陽	宕	内	ㄥ尾	1	1		c		a	̃	ng
常開支去	常母	開		支韻	去聲	齒	章	全濁	三	支	止	内	ㄟ尾	1	1		d		e	̃	
澄開支上	澄母	開		支韻	上聲	舌	知	全濁	三	支	止	内	ㄟ尾	1	1		d		e	̇	
心開眞入	心母	開		眞韻	入聲	齒	精	全清	三	真	臻	外	ㄣ尾	0	1		s		i		n
知開耕入	知母	開		耕韻	入聲	舌	知	全清	二	庚	梗	外	ㄥ尾	0	1		t		e		ng
明魂平	明母			魂韻	平聲	唇	幫	次濁	一	元	臻	外	ㄣ尾	1	0		m		o		n
定覃上	定母			覃韻	上聲	舌	端	全濁	一	覃	咸	外	ㄇ尾	1	1		d		v	̇	m
滂A脂去	滂母		A紐	脂韻	去聲	唇	幫	次清	三	支	止	内	ㄟ尾	1	1		ph	y	i	̃	
滂微去	滂母			微韻	去聲	唇	幫	次清	三	微	止	内	ㄟ尾	1	1		ph		ui	̃	
清灰上	清母			灰韻	上聲	齒	精	次清	一	灰	蟹	外	ㄟ尾	1	1		ch		uoi	̇	
徹合二麻上	徹母	合		二麻韻	上聲	舌	知	次清	二	麻	假	外		1	1		th		a	̇	
莊之平	莊母			之韻	平聲	齒	莊	全清	三	支	止	内	ㄟ尾	1	0		c		y		
孃開二麻上	孃母	開		二麻韻	上聲	舌	知	次濁	二	麻	假	外		1	1		n		a	̇	
匣合先入	匣母	合		先韻	入聲	喉	影	全濁	四	先	山	外	ㄣ尾	0	1		g		e		n
章開清平	章母	開		清韻	平聲	齒	章	全清	三	庚	梗	外	ㄥ尾	1	0		t		e		ng
澄開山去	澄母	開		山韻	去聲	舌	知	全濁	二	刪	山	外	ㄣ尾	1	1		d		e	̃	n
云合元入	云母	合		元韻	入聲	喉	影	次濁	三	元	山	外	ㄣ尾	0	1		w		a		n
以合眞入	以母	合		眞韻	入聲	喉		次濁	三	真	臻	外	ㄣ尾	0	1		y		i		n
日之上	日母			之韻	上聲	齒	章	次濁	三	支	止	内	ㄟ尾	1	1		n		y	̇	
明齊上	明母			齊韻	上聲	唇	幫	次濁	四	齊	蟹	外	ㄟ尾	1	1		m		e	̇	
羣之去	羣母			之韻	去聲	牙	見	全濁	三	支	止	内	ㄟ尾	1	1		g		y	̃	
滂先入	滂母			先韻	入聲	唇	幫	次清	四	先	山	外	ㄣ尾	0	1		ph		e		n
滂虞上	滂母			虞韻	上聲	唇	幫	次清	三	虞	遇	内	ㄡ尾	1	1		ph		uo	̇	
影開一歌平	影母	開		一歌韻	平聲	喉	影	全清	一	歌	果	内		1	0		v		a		
莊開耕平	莊母	開		耕韻	平聲	齒	莊	全清	二	庚	梗	外	ㄥ尾	1	0		c		e		ng
以三東入	以母			三東韻	入聲	喉		次濁	三	東	通	内	ㄥ尾	0	1		y		uo		ng
來談入	來母			談韻	入聲	舌		次濁	一	覃	咸	外	ㄇ尾	0	1		l		a		m
影開B祭去	影母	開	B紐	祭韻	去聲	喉	影	全清	三	齊	蟹	外	ㄟ尾	1	1		v	l	e	̃	
明尤平	明母			尤韻	平聲	唇	幫	次濁	三	尤	流	内	ㄡ尾	1	0		m		u		
明幽平	明母			幽韻	平聲	唇	幫	次濁	三	尤	流	内	ㄡ尾	1	0		m		iu		
孃侵平	孃母			侵韻	平聲	舌	知	次濁	三	侵	深	内	ㄇ尾	1	0		n		i		m
透開青平	透母	開		青韻	平聲	舌	端	次清	四	青	梗	外	ㄥ尾	1	0		th		e		ng
知開二麻上	知母	開		二麻韻	上聲	舌	知	全清	二	麻	假	外		1	1		t		a	̇	
影灰平	影母			灰韻	平聲	喉	影	全清	一	灰	蟹	外	ㄟ尾	1	0		v		uoi		
清鹽入	清母			鹽韻	入聲	齒	精	次清	三	鹽	咸	外	ㄇ尾	0	1		ch		e		m
從鹽入	從母			鹽韻	入聲	齒	精	全濁	三	鹽	咸	外	ㄇ尾	0	1		z		e		m
並耕入	並母			耕韻	入聲	唇	幫	全濁	二	庚	梗	外	ㄥ尾	0	1		b		e		ng
溪添平	溪母			添韻	平聲	牙	見	次清	四	鹽	咸	外	ㄇ尾	1	0		kh		e		m
見咸平	見母			咸韻	平聲	牙	見	全清	二	咸	咸	外	ㄇ尾	1	0		k		e		m
見覃平	見母			覃韻	平聲	牙	見	全清	一	覃	咸	外	ㄇ尾	1	0		k		v		m
清開寒入	清母	開		寒韻	入聲	齒	精	次清	一	寒	山	外	ㄣ尾	0	1		ch		a		n
以鹽上	以母			鹽韻	上聲	喉		次濁	三	鹽	咸	外	ㄇ尾	1	1		y		e	̇	m
昌開支平	昌母	開		支韻	平聲	齒	章	次清	三	支	止	内	ㄟ尾	1	0		th		e		
書開支平	書母	開		支韻	平聲	齒	章	全清	三	支	止	内	ㄟ尾	1	0		x		e		
知魚上	知母			魚韻	上聲	舌	知	全清	三	魚	遇	内	ㄡ尾	1	1		t		io	̇	
溪開青入	溪母	開		青韻	入聲	牙	見	次清	四	青	梗	外	ㄥ尾	0	1		kh		e		ng
並侯上	並母			侯韻	上聲	唇	幫	全濁	一	尤	流	内	ㄡ尾	1	1		b		ou	̇	
並侯平	並母			侯韻	平聲	唇	幫	全濁	一	尤	流	内	ㄡ尾	1	0		b		ou		
並尤平	並母			尤韻	平聲	唇	幫	全濁	三	尤	流	内	ㄡ尾	1	0		b		u		
幫尤平	幫母			尤韻	平聲	唇	幫	全清	三	尤	流	内	ㄡ尾	1	0		p		u		
清開先去	清母	開		先韻	去聲	齒	精	次清	四	先	山	外	ㄣ尾	1	1		ch		e	̃	n
清魂去	清母			魂韻	去聲	齒	精	次清	一	元	臻	外	ㄣ尾	1	1		ch		o	̃	n
曉開寒上	曉母	開		寒韻	上聲	喉	影	全清	一	寒	山	外	ㄣ尾	1	1		h		a	̇	n
曉開寒去	曉母	開		寒韻	去聲	喉	影	全清	一	寒	山	外	ㄣ尾	1	1		h		a	̃	n
見合二庚平	見母	合		二庚韻	平聲	牙	見	全清	二	庚	梗	外	ㄥ尾	1	0		k		a		ng
滂肴平	滂母			肴韻	平聲	唇	幫	次清	二	肴	效	外	ㄡ尾	1	0		ph		a		
精開唐平	精母	開		唐韻	平聲	齒	精	全清	一	陽	宕	内	ㄥ尾	1	0		c		a		ng
澄宵上	澄母			宵韻	上聲	舌	知	全濁	三	蕭	效	外	ㄡ尾	1	1		d		e	̇	
邪魚平	邪母			魚韻	平聲	齒	精	全濁	三	魚	遇	内	ㄡ尾	1	0		zs		io		
孃開佳平	孃母	開		佳韻	平聲	舌	知	次濁	二	佳	蟹	外	ㄟ尾	1	0		n		e		
影合B支上	影母	合	B紐	支韻	上聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		v	l	e	̇	
影合B支去	影母	合	B紐	支韻	去聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		v	l	e	̃	
澄開眞平	澄母	開		眞韻	平聲	舌	知	全濁	三	真	臻	外	ㄣ尾	1	0		d		i		n
端一東平	端母			一東韻	平聲	舌	端	全清	一	東	通	内	ㄥ尾	1	0		t		o		ng
匣合刪去	匣母	合		刪韻	去聲	喉	影	全濁	二	刪	山	外	ㄣ尾	1	1		g		a	̃	n
心合仙去	心母	合		仙韻	去聲	齒	精	全清	三	先	山	外	ㄣ尾	1	1		s		e	̃	n
精覃入	精母			覃韻	入聲	齒	精	全清	一	覃	咸	外	ㄇ尾	0	1		c		v		m
精覃平	精母			覃韻	平聲	齒	精	全清	一	覃	咸	外	ㄇ尾	1	0		c		v		m
幫豪上	幫母			豪韻	上聲	唇	幫	全清	一	豪	效	外	ㄡ尾	1	1		p		a	̇	
日鹽上	日母			鹽韻	上聲	齒	章	次濁	三	鹽	咸	外	ㄇ尾	1	1		n		e	̇	m
初三東入	初母			三東韻	入聲	齒	莊	次清	三	東	通	内	ㄥ尾	0	1		ch		uo		ng
孃嚴入	孃母			嚴韻	入聲	舌	知	次濁	三	鹽	咸	外	ㄇ尾	0	1		n		am		m
莊開刪上	莊母	開		刪韻	上聲	齒	莊	全清	二	刪	山	外	ㄣ尾	1	1		c		a	̇	n
曉合二庚平	曉母	合		二庚韻	平聲	喉	影	全清	二	庚	梗	外	ㄥ尾	1	0		h		a		ng
曉合耕平	曉母	合		耕韻	平聲	喉	影	全清	二	庚	梗	外	ㄥ尾	1	0		h		e		ng
精開登平	精母	開		登韻	平聲	齒	精	全清	一	蒸	曾	内	ㄥ尾	1	0		c		v		ng
羣A宵平	羣母		A紐	宵韻	平聲	牙	見	全濁	三	蕭	效	外	ㄡ尾	1	0		g	y	e		
滂A眞平	滂母		A紐	眞韻	平聲	唇	幫	次清	三	真	臻	外	ㄣ尾	1	0		ph	y	i		n
日之平	日母			之韻	平聲	齒	章	次濁	三	支	止	内	ㄟ尾	1	0		n		y		
泥合一歌平	泥母	合		一歌韻	平聲	舌	端	次濁	一	歌	果	内		1	0		n		a		
羣鍾入	羣母			鍾韻	入聲	牙	見	全濁	三	冬	通	内	ㄥ尾	0	1		g		u		ng
泥開登入	泥母	開		登韻	入聲	舌	端	次濁	一	蒸	曾	内	ㄥ尾	0	1		n		v		ng
初江去	初母			江韻	去聲	齒	莊	次清	二	江	江	外	ㄥ尾	1	1		ch		o	̃	ng
滂虞去	滂母			虞韻	去聲	唇	幫	次清	三	虞	遇	内	ㄡ尾	1	1		ph		uo	̃	
疑模去	疑母			模韻	去聲	牙	見	次濁	一	虞	遇	内	ㄡ尾	1	1		ng		o	̃	
精尤平	精母			尤韻	平聲	齒	精	全清	三	尤	流	内	ㄡ尾	1	0		c		u		
精咍上	精母			咍韻	上聲	齒	精	全清	一	灰	蟹	外	ㄟ尾	1	1		c		vi	̇	
心侯上	心母			侯韻	上聲	齒	精	全清	一	尤	流	内	ㄡ尾	1	1		s		ou	̇	
從宵平	從母			宵韻	平聲	齒	精	全濁	三	蕭	效	外	ㄡ尾	1	0		z		e		
書侵入	書母			侵韻	入聲	齒	章	全清	三	侵	深	内	ㄇ尾	0	1		x		i		m
影合先去	影母	合		先韻	去聲	喉	影	全清	四	先	山	外	ㄣ尾	1	1		v		e	̃	n
孃尤上	孃母			尤韻	上聲	舌	知	次濁	三	尤	流	内	ㄡ尾	1	1		n		u	̇	
以開眞上	以母	開		眞韻	上聲	喉		次濁	三	真	臻	外	ㄣ尾	1	1		y		i	̇	n
以開眞去	以母	開		眞韻	去聲	喉		次濁	三	真	臻	外	ㄣ尾	1	1		y		i	̃	n
滂A眞入	滂母		A紐	眞韻	入聲	唇	幫	次清	三	真	臻	外	ㄣ尾	0	1		ph	y	i		n
透覃上	透母			覃韻	上聲	舌	端	次清	一	覃	咸	外	ㄇ尾	1	1		th		v	̇	m
清魚平	清母			魚韻	平聲	齒	精	次清	三	魚	遇	内	ㄡ尾	1	0		ch		io		
孃開二麻去	孃母	開		二麻韻	去聲	舌	知	次濁	二	麻	假	外		1	1		n		a	̃	
日合眞去	日母	合		眞韻	去聲	齒	章	次濁	三	真	臻	外	ㄣ尾	1	1		n		i	̃	n
明冬上	明母			冬韻	上聲	唇	幫	次濁	一	冬	通	内	ㄥ尾	1	1		m		ou	̇	ng
並侯去	並母			侯韻	去聲	唇	幫	全濁	一	尤	流	内	ㄡ尾	1	1		b		ou	̃	
見開B支去	見母	開	B紐	支韻	去聲	牙	見	全清	三	支	止	内	ㄟ尾	1	1		k	l	e	̃	
端一東入	端母			一東韻	入聲	舌	端	全清	一	東	通	内	ㄥ尾	0	1		t		o		ng
匣咸去	匣母			咸韻	去聲	喉	影	全濁	二	咸	咸	外	ㄇ尾	1	1		g		e	̃	m
匣覃去	匣母			覃韻	去聲	喉	影	全濁	一	覃	咸	外	ㄇ尾	1	1		g		v	̃	m
曉開A脂平	曉母	開	A紐	脂韻	平聲	喉	影	全清	三	支	止	内	ㄟ尾	1	0		h	y	i		
清咍去	清母			咍韻	去聲	齒	精	次清	一	灰	蟹	外	ㄟ尾	1	1		ch		vi	̃	
明A眞上	明母		A紐	眞韻	上聲	唇	幫	次濁	三	真	臻	外	ㄣ尾	1	1		m	y	i	̇	n
澄開蒸入	澄母	開		蒸韻	入聲	舌	知	全濁	三	蒸	曾	内	ㄥ尾	0	1		d		y		ng
章開蒸入	章母	開		蒸韻	入聲	齒	章	全清	三	蒸	曾	内	ㄥ尾	0	1		t		y		ng
昌合眞上	昌母	合		眞韻	上聲	齒	章	次清	三	真	臻	外	ㄣ尾	1	1		th		i	̇	n
知魚平	知母			魚韻	平聲	舌	知	全清	三	魚	遇	内	ㄡ尾	1	0		t		io		
羣開陽入	羣母	開		陽韻	入聲	牙	見	全濁	三	陽	宕	内	ㄥ尾	0	1		g		a		ng
昌開眞平	昌母	開		眞韻	平聲	齒	章	次清	三	真	臻	外	ㄣ尾	1	0		th		i		n
心合一歌去	心母	合		一歌韻	去聲	齒	精	全清	一	歌	果	内		1	1		s		a	̃	
日開陽入	日母	開		陽韻	入聲	齒	章	次濁	三	陽	宕	内	ㄥ尾	0	1		n		a		ng
初虞去	初母			虞韻	去聲	齒	莊	次清	三	虞	遇	内	ㄡ尾	1	1		ch		uo	̃	
初開二麻平	初母	開		二麻韻	平聲	齒	莊	次清	二	麻	假	外		1	0		ch		a		
溪咍上	溪母			咍韻	上聲	牙	見	次清	一	灰	蟹	外	ㄟ尾	1	1		kh		vi	̇	
見灰平	見母			灰韻	平聲	牙	見	全清	一	灰	蟹	外	ㄟ尾	1	0		k		uoi		
清鍾平	清母			鍾韻	平聲	齒	精	次清	三	冬	通	内	ㄥ尾	1	0		ch		u		ng
來合皆平	來母	合		皆韻	平聲	舌		次濁	二	佳	蟹	外	ㄟ尾	1	0		l		ei		
見合泰去	見母	合		泰韻	去聲	牙	見	全清	一	齊	蟹	外	ㄟ尾	1	1		k		a	̃	
精侵上	精母			侵韻	上聲	齒	精	全清	三	侵	深	内	ㄇ尾	1	1		c		i	̇	m
生尤平	生母			尤韻	平聲	齒	莊	全清	三	尤	流	内	ㄡ尾	1	0		s		u		
影豪去	影母			豪韻	去聲	喉	影	全清	一	豪	效	外	ㄡ尾	1	1		v		a	̃	
影一東入	影母			一東韻	入聲	喉	影	全清	一	東	通	内	ㄥ尾	0	1		v		o		ng
以開廢上	以母	開		廢韻	上聲	喉		次濁	三	灰	蟹	外	ㄟ尾	1	1		y		uoi	̇	
章開眞入	章母	開		眞韻	入聲	齒	章	全清	三	真	臻	外	ㄣ尾	0	1		t		i		n
日開陽上	日母	開		陽韻	上聲	齒	章	次濁	三	陽	宕	内	ㄥ尾	1	1		n		a	̇	ng
初咸上	初母			咸韻	上聲	齒	莊	次清	二	咸	咸	外	ㄇ尾	1	1		ch		e	̇	m
羣合B仙平	羣母	合	B紐	仙韻	平聲	牙	見	全濁	三	先	山	外	ㄣ尾	1	0		g	l	e		n
並冬入	並母			冬韻	入聲	唇	幫	全濁	一	冬	通	内	ㄥ尾	0	1		b		ou		ng
並元入	並母			元韻	入聲	唇	幫	全濁	三	元	山	外	ㄣ尾	0	1		b		a		n
書魚上	書母			魚韻	上聲	齒	章	全清	三	魚	遇	内	ㄡ尾	1	1		x		io	̇	
定開唐上	定母	開		唐韻	上聲	舌	端	全濁	一	陽	宕	内	ㄥ尾	1	1		d		a	̇	ng
來蕭上	來母			蕭韻	上聲	舌		次濁	四	蕭	效	外	ㄡ尾	1	1		l		e	̇	
徹侵平	徹母			侵韻	平聲	舌	知	次清	三	侵	深	内	ㄇ尾	1	0		th		i		m
幫耕平	幫母			耕韻	平聲	唇	幫	全清	二	庚	梗	外	ㄥ尾	1	0		p		e		ng
羣之平	羣母			之韻	平聲	牙	見	全濁	三	支	止	内	ㄟ尾	1	0		g		y		
莊尤平	莊母			尤韻	平聲	齒	莊	全清	三	尤	流	内	ㄡ尾	1	0		c		u		
並模去	並母			模韻	去聲	唇	幫	全濁	一	虞	遇	内	ㄡ尾	1	1		b		o	̃	
邪侵入	邪母			侵韻	入聲	齒	精	全濁	三	侵	深	内	ㄇ尾	0	1		zs		i		m
徹開仙入	徹母	開		仙韻	入聲	舌	知	次清	三	先	山	外	ㄣ尾	0	1		th		e		n
明青去	明母			青韻	去聲	唇	幫	次濁	四	青	梗	外	ㄥ尾	1	1		m		e	̃	ng
滂唐上	滂母			唐韻	上聲	唇	幫	次清	一	陽	宕	内	ㄥ尾	1	1		ph		a	̇	ng
心開登平	心母	開		登韻	平聲	齒	精	全清	一	蒸	曾	内	ㄥ尾	1	0		s		v		ng
明登平	明母			登韻	平聲	唇	幫	次濁	一	蒸	曾	内	ㄥ尾	1	0		m		v		ng
溪開佳上	溪母	開		佳韻	上聲	牙	見	次清	二	佳	蟹	外	ㄟ尾	1	1		kh		e	̇	
心宵上	心母			宵韻	上聲	齒	精	全清	三	蕭	效	外	ㄡ尾	1	1		s		e	̇	
曉欣入	曉母			欣韻	入聲	喉	影	全清	三	文	臻	外	ㄣ尾	0	1		h		y		n
溪欣入	溪母			欣韻	入聲	牙	見	次清	三	文	臻	外	ㄣ尾	0	1		kh		y		n
書宵上	書母			宵韻	上聲	齒	章	全清	三	蕭	效	外	ㄡ尾	1	1		x		e	̇	
澄侵平	澄母			侵韻	平聲	舌	知	全濁	三	侵	深	内	ㄇ尾	1	0		d		i		m
疑開陽上	疑母	開		陽韻	上聲	牙	見	次濁	三	陽	宕	内	ㄥ尾	1	1		ng		a	̇	ng
滂凡平	滂母			凡韻	平聲	唇	幫	次清	三	咸	咸	外	ㄇ尾	1	0		ph		uam		m
邪開脂上	邪母	開		脂韻	上聲	齒	精	全濁	三	支	止	内	ㄟ尾	1	1		zs		i	̇	
溪合陽平	溪母	合		陽韻	平聲	牙	見	次清	三	陽	宕	内	ㄥ尾	1	0		kh		a		ng
章開蒸平	章母	開		蒸韻	平聲	齒	章	全清	三	蒸	曾	内	ㄥ尾	1	0		t		y		ng
透開先平	透母	開		先韻	平聲	舌	端	次清	四	先	山	外	ㄣ尾	1	0		th		e		n
見合寒入	見母	合		寒韻	入聲	牙	見	全清	一	寒	山	外	ㄣ尾	0	1		k		a		n
溪鍾入	溪母			鍾韻	入聲	牙	見	次清	三	冬	通	内	ㄥ尾	0	1		kh		u		ng
影B侵入	影母		B紐	侵韻	入聲	喉	影	全清	三	侵	深	内	ㄇ尾	0	1		v	l	i		m
以合支上	以母	合		支韻	上聲	喉		次濁	三	支	止	内	ㄟ尾	1	1		y		e	̇	
以合清入	以母	合		清韻	入聲	喉		次濁	三	庚	梗	外	ㄥ尾	0	1		y		e		ng
以開三麻平	以母	開		三麻韻	平聲	喉		次濁	三	麻	假	外		1	0		y		a		
章之去	章母			之韻	去聲	齒	章	全清	三	支	止	内	ㄟ尾	1	1		t		y	̃	
匣開寒上	匣母	開		寒韻	上聲	喉	影	全濁	一	寒	山	外	ㄣ尾	1	1		g		a	̇	n
溪合佳平	溪母	合		佳韻	平聲	牙	見	次清	二	佳	蟹	外	ㄟ尾	1	0		kh		e		
初開刪入	初母	開		刪韻	入聲	齒	莊	次清	二	刪	山	外	ㄣ尾	0	1		ch		a		n
明侯去	明母			侯韻	去聲	唇	幫	次濁	一	尤	流	内	ㄡ尾	1	1		m		ou	̃	
明豪上	明母			豪韻	上聲	唇	幫	次濁	一	豪	效	外	ㄡ尾	1	1		m		a	̇	
以合仙入	以母	合		仙韻	入聲	喉		次濁	三	先	山	外	ㄣ尾	0	1		y		e		n
以合祭去	以母	合		祭韻	去聲	喉		次濁	三	齊	蟹	外	ㄟ尾	1	1		y		e	̃	
匣痕上	匣母			痕韻	上聲	喉	影	全濁	一	元	臻	外	ㄣ尾	1	1		g		v	̇	n
匣開皆平	匣母	開		皆韻	平聲	喉	影	全濁	二	佳	蟹	外	ㄟ尾	1	0		g		ei		
心開一歌平	心母	開		一歌韻	平聲	齒	精	全清	一	歌	果	内		1	0		s		a		
莊之上	莊母			之韻	上聲	齒	莊	全清	三	支	止	内	ㄟ尾	1	1		c		y	̇	
精模上	精母			模韻	上聲	齒	精	全清	一	虞	遇	内	ㄡ尾	1	1		c		o	̇	
匣灰去	匣母			灰韻	去聲	喉	影	全濁	一	灰	蟹	外	ㄟ尾	1	1		g		uoi	̃	
溪開微上	溪母	開		微韻	上聲	牙	見	次清	三	微	止	内	ㄟ尾	1	1		kh		ui	̇	
初尤去	初母			尤韻	去聲	齒	莊	次清	三	尤	流	内	ㄡ尾	1	1		ch		u	̃	
邪開三麻平	邪母	開		三麻韻	平聲	齒	精	全濁	三	麻	假	外		1	0		zs		a		
來合眞入	來母	合		眞韻	入聲	舌		次濁	三	真	臻	外	ㄣ尾	0	1		l		i		n
生肴上	生母			肴韻	上聲	齒	莊	全清	二	肴	效	外	ㄡ尾	1	1		s		a	̇	
以之去	以母			之韻	去聲	喉		次濁	三	支	止	内	ㄟ尾	1	1		y		y	̃	
泥開青上	泥母	開		青韻	上聲	舌	端	次濁	四	青	梗	外	ㄥ尾	1	1		n		e	̇	ng
溪模去	溪母			模韻	去聲	牙	見	次清	一	虞	遇	内	ㄡ尾	1	1		kh		o	̃	
幫尤去	幫母			尤韻	去聲	唇	幫	全清	三	尤	流	内	ㄡ尾	1	1		p		u	̃	
初開蒸入	初母	開		蒸韻	入聲	齒	莊	次清	三	蒸	曾	内	ㄥ尾	0	1		ch		y		ng
見開刪平	見母	開		刪韻	平聲	牙	見	全清	二	刪	山	外	ㄣ尾	1	0		k		a		n
羣開蒸平	羣母	開		蒸韻	平聲	牙	見	全濁	三	蒸	曾	内	ㄥ尾	1	0		g		y		ng
幫B宵上	幫母		B紐	宵韻	上聲	唇	幫	全清	三	蕭	效	外	ㄡ尾	1	1		p	l	e	̇	
以合支平	以母	合		支韻	平聲	喉		次濁	三	支	止	内	ㄟ尾	1	0		y		e		
影開泰去	影母	開		泰韻	去聲	喉	影	全清	一	齊	蟹	外	ㄟ尾	1	1		v		a	̃	
溪開B祭去	溪母	開	B紐	祭韻	去聲	牙	見	次清	三	齊	蟹	外	ㄟ尾	1	1		kh	l	e	̃	
精魂上	精母			魂韻	上聲	齒	精	全清	一	元	臻	外	ㄣ尾	1	1		c		o	̇	n
幫微上	幫母			微韻	上聲	唇	幫	全清	三	微	止	内	ㄟ尾	1	1		p		ui	̇	
定侯上	定母			侯韻	上聲	舌	端	全濁	一	尤	流	内	ㄡ尾	1	1		d		ou	̇	
心添入	心母			添韻	入聲	齒	精	全清	四	鹽	咸	外	ㄇ尾	0	1		s		e		m
初開山入	初母	開		山韻	入聲	齒	莊	次清	二	刪	山	外	ㄣ尾	0	1		ch		e		n
來開清上	來母	開		清韻	上聲	舌		次濁	三	庚	梗	外	ㄥ尾	1	1		l		e	̇	ng
從開先入	從母	開		先韻	入聲	齒	精	全濁	四	先	山	外	ㄣ尾	0	1		z		e		n
來開唐去	來母	開		唐韻	去聲	舌		次濁	一	陽	宕	内	ㄥ尾	1	1		l		a	̃	ng
來豪上	來母			豪韻	上聲	舌		次濁	一	豪	效	外	ㄡ尾	1	1		l		a	̇	
匣開山入	匣母	開		山韻	入聲	喉	影	全濁	二	刪	山	外	ㄣ尾	0	1		g		e		n
見開皆平	見母	開		皆韻	平聲	牙	見	全清	二	佳	蟹	外	ㄟ尾	1	0		k		ei		
從添入	從母			添韻	入聲	齒	精	全濁	四	鹽	咸	外	ㄇ尾	0	1		z		e		m
從覃入	從母			覃韻	入聲	齒	精	全濁	一	覃	咸	外	ㄇ尾	0	1		z		v		m
從一東平	從母			一東韻	平聲	齒	精	全濁	一	東	通	内	ㄥ尾	1	0		z		o		ng
孃開陽去	孃母	開		陽韻	去聲	舌	知	次濁	三	陽	宕	内	ㄥ尾	1	1		n		a	̃	ng
昌魚去	昌母			魚韻	去聲	齒	章	次清	三	魚	遇	内	ㄡ尾	1	1		th		io	̃	
曉談去	曉母			談韻	去聲	喉	影	全清	一	覃	咸	外	ㄇ尾	1	1		h		a	̃	m
溪談上	溪母			談韻	上聲	牙	見	次清	一	覃	咸	外	ㄇ尾	1	1		kh		a	̇	m
影合元上	影母	合		元韻	上聲	喉	影	全清	三	元	山	外	ㄣ尾	1	1		v		a	̇	n
泥開寒入	泥母	開		寒韻	入聲	舌	端	次濁	一	寒	山	外	ㄣ尾	0	1		n		a		n
並A眞入	並母		A紐	眞韻	入聲	唇	幫	全濁	三	真	臻	外	ㄣ尾	0	1		b	y	i		n
見合B仙去	見母	合	B紐	仙韻	去聲	牙	見	全清	三	先	山	外	ㄣ尾	1	1		k	l	e	̃	n
曉開陽上	曉母	開		陽韻	上聲	喉	影	全清	三	陽	宕	内	ㄥ尾	1	1		h		a	̇	ng
